account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,current_mrr,current_arr,is_trial,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,tenure_days,churn_target
A-054577,Company_455,EdTech,UK,2024-04-28,ads,Enterprise,75.0,14925.0,179100.0,False,733,1.0,4.0,0.0,True,True,155,0
A-bc87bc,Company_456,FinTech,US,2024-07-17,event,Basic,18.0,342.0,4104.0,False,325,5.0,3.5,0.0,False,False,75,0
A-e7beab,Company_458,EdTech,DE,2023-10-20,organic,Pro,57.0,2793.0,33516.0,False,356,6.0,4.0,0.0,False,False,346,0
A-a09355,Company_459,FinTech,US,2024-08-10,organic,Pro,15.0,735.0,8820.0,False,673,5.0,4.0,0.0,False,False,51,1
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,19.0,0.0,0.0,True,311,6.0,3.6666666666666665,0.0,False,False,211,0
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,9.0,171.0,2052.0,False,339,1.0,3.0,0.0,False,False,131,0
A-f19b24,Company_462,Cybersecurity,US,2023-01-10,organic,Basic,29.0,551.0,6612.0,False,82,2.0,4.0,0.5,False,False,629,0
A-798a3f,Company_463,DevTools,FR,2023-10-19,other,Enterprise,12.0,0.0,0.0,True,308,4.0,4.0,0.0,True,False,347,0
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,29.0,1421.0,17052.0,False,277,3.0,4.0,0.0,False,False,133,0
A-068fc6,Company_465,EdTech,US,2023-07-17,event,Pro,35.0,1715.0,20580.0,False,525,5.0,4.333333333333333,0.0,True,False,441,0
A-6f50ae,Company_466,FinTech,US,2023-09-21,partner,Pro,19.0,931.0,11172.0,False,691,2.0,5.0,0.0,False,True,375,0
A-a2485e,Company_467,FinTech,US,2024-08-04,event,Pro,68.0,3332.0,39984.0,False,267,0.0,,0.0,False,True,57,0
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-11,organic,Enterprise,21.0,4179.0,50148.0,False,135,6.0,4.5,0.0,False,True,111,0
A-cc98bc,Company_469,DevTools,US,2023-05-24,ads,Basic,32.0,0.0,0.0,True,456,3.0,4.0,0.0,True,False,495,0
A-d77f4c,Company_470,DevTools,US,2023-09-25,partner,Enterprise,22.0,4378.0,52536.0,False,563,2.0,4.0,0.0,True,True,371,1
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,organic,Enterprise,1.0,199.0,2388.0,False,430,4.0,3.6666666666666665,0.0,False,True,329,1
A-4a4c2d,Company_473,DevTools,US,2023-05-02,event,Basic,54.0,1026.0,12312.0,False,533,4.0,4.0,0.0,True,True,517,0
A-b7ef83,Company_474,Cybersecurity,UK,2024-05-29,partner,Enterprise,5.0,995.0,11940.0,False,645,1.0,4.0,0.0,True,False,124,0
A-e08cd3,Company_475,FinTech,US,2024-09-21,ads,Pro,67.0,3283.0,39396.0,False,360,6.0,4.0,0.0,False,False,9,1
A-19b2c8,Company_476,DevTools,IN,2023-06-06,other,Enterprise,20.0,0.0,0.0,True,513,3.0,4.666666666666667,0.0,True,False,482,0
A-970c97,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,28.0,5572.0,66864.0,False,366,1.0,5.0,0.0,False,True,213,0
A-6dee43,Company_478,FinTech,UK,2023-08-12,other,Pro,55.0,2695.0,32340.0,False,437,4.0,4.333333333333333,0.0,True,False,415,0
A-5ed98d,Company_479,DevTools,US,2024-06-22,partner,Pro,24.0,1176.0,14112.0,False,239,5.0,5.0,0.0,False,False,100,1
A-c58f49,Company_480,EdTech,US,2024-07-31,other,Enterprise,70.0,13930.0,167160.0,False,319,3.0,5.0,0.3333333333333333,False,False,61,0
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Enterprise,11.0,2189.0,26268.0,False,469,3.0,5.0,0.0,True,False,431,0
A-cc8c8f,Company_482,DevTools,US,2024-06-16,ads,Basic,23.0,437.0,5244.0,False,239,2.0,3.5,0.0,True,False,106,0
A-5f7781,Company_483,DevTools,US,2024-08-20,other,Basic,22.0,418.0,5016.0,False,169,2.0,4.0,0.0,True,False,41,1
A-e1b9cd,Company_484,DevTools,US,2023-02-26,event,Pro,40.0,0.0,0.0,True,804,1.0,3.0,0.0,False,True,582,1
A-ac85cd,Company_485,EdTech,US,2024-07-31,partner,Basic,53.0,1007.0,12084.0,False,527,3.0,3.5,0.0,False,False,61,1
A-d792a6,Company_486,DevTools,US,2023-01-23,organic,Enterprise,58.0,0.0,0.0,True,598,3.0,4.0,0.0,True,True,616,0
A-ac9111,Company_487,HealthTech,US,2023-08-12,event,Basic,28.0,532.0,6384.0,False,710,3.0,5.0,0.0,False,True,415,0
A-9f0b68,Company_489,EdTech,US,2024-04-28,ads,Enterprise,13.0,2587.0,31044.0,False,663,2.0,3.0,0.0,False,False,155,1
A-ccb686,Company_491,DevTools,US,2024-01-22,other,Enterprise,53.0,10547.0,126564.0,False,560,1.0,4.0,0.0,True,True,252,1
A-0e966d,Company_493,FinTech,IN,2024-06-25,ads,Pro,13.0,637.0,7644.0,False,517,2.0,5.0,0.5,False,False,97,0
A-b9f5b1,Company_494,Cybersecurity,US,2023-01-24,other,Basic,43.0,817.0,9804.0,False,260,5.0,3.2,0.2,False,False,615,0
A-8ae3fc,Company_495,DevTools,CA,2024-06-28,ads,Pro,9.0,441.0,5292.0,False,349,4.0,3.5,0.0,False,False,94,0
A-55f257,Company_496,FinTech,US,2023-12-21,organic,Enterprise,21.0,4179.0,50148.0,False,364,6.0,5.0,0.0,True,False,284,0
A-712533,Company_498,EdTech,US,2023-07-31,organic,Enterprise,18.0,3582.0,42984.0,False,480,3.0,3.6666666666666665,0.0,False,False,427,0
A-781cc0,Company_499,EdTech,US,2024-09-04,organic,Basic,34.0,646.0,7752.0,False,719,3.0,4.0,0.0,True,False,26,1
