account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,current_mrr,current_arr,is_trial,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,tenure_days,churn_target,churn_probability,revenue_at_risk,churn_probability_percent
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33.0,627.0,7524.0,False,359,2.0,5.0,0.0,False,False,285,1,0.1420852505387692,89.08745208780829,14.208525053876919
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,41.0,779.0,9348.0,False,518,4.0,4.0,0.0,True,True,555,0,0.11367771557031703,88.55494042927697,11.367771557031702
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,14.0,266.0,3192.0,False,540,5.0,3.75,0.2,False,True,220,0,0.3298775448677756,87.74742693482831,32.98775448677756
A-034368,Company_353,EdTech,US,2023-11-05,event,Basic,26.0,494.0,5928.0,False,235,5.0,4.0,0.0,False,False,330,0,0.17466230239646616,86.28317738385428,17.466230239646617
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,98.0,1862.0,22344.0,False,365,4.0,3.6666666666666665,0.0,True,True,637,0,0.04472796126180529,83.28346386948145,4.472796126180529
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Pro,21.0,1029.0,12348.0,False,210,2.0,4.0,0.0,True,False,592,0,0.08085748024915156,83.20234717637695,8.085748024915155
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Pro,37.0,1813.0,21756.0,False,332,1.0,4.0,0.0,True,False,579,0,0.04468531824298493,81.01448197453168,4.468531824298493
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,9.0,171.0,2052.0,False,339,1.0,3.0,0.0,False,False,131,0,0.47247063997574384,80.7924794358522,47.24706399757439
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Pro,18.0,882.0,10584.0,False,388,2.0,3.5,0.0,True,True,581,0,0.09121242645850844,80.44936013640444,9.121242645850844
A-297a2d,Company_448,HealthTech,UK,2023-05-05,event,Basic,27.0,513.0,6156.0,False,223,2.0,3.0,0.0,True,False,514,0,0.1510657220272681,77.49671539998853,15.10657220272681
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Basic,22.0,418.0,5016.0,False,401,6.0,4.0,0.0,False,False,543,0,0.18072737375102416,75.5440422279281,18.072737375102417
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8.0,152.0,1824.0,False,455,8.0,4.0,0.0,False,False,389,0,0.4953155404717126,75.28796215170031,49.53155404717126
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Basic,24.0,456.0,5472.0,False,220,3.0,4.333333333333333,0.0,False,True,308,1,0.16369670502134057,74.6456974897313,16.369670502134056
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Basic,10.0,190.0,2280.0,False,62,4.0,4.0,0.25,False,False,80,0,0.39063249079494167,74.22017325103891,39.06324907949417
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7.0,133.0,1596.0,False,613,5.0,4.0,0.0,True,False,50,0,0.5531847021279961,73.57356538302348,55.31847021279961
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,organic,Enterprise,1.0,199.0,2388.0,False,430,4.0,3.6666666666666665,0.0,False,True,329,1,0.36433124319378635,72.50191739556348,36.433124319378635
A-32fb14,Company_25,DevTools,US,2023-03-07,event,Basic,26.0,494.0,5928.0,False,460,5.0,4.5,0.0,True,False,573,0,0.14653129842088308,72.38646141991624,14.653129842088308
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Pro,8.0,392.0,4704.0,False,528,3.0,5.0,0.3333333333333333,True,True,307,0,0.17781861965767357,69.70489890580804,17.781861965767355
A-b9f5b1,Company_494,Cybersecurity,US,2023-01-24,other,Basic,43.0,817.0,9804.0,False,260,5.0,3.2,0.2,False,False,615,0,0.08465132632813122,69.16013361008321,8.465132632813122
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Basic,16.0,304.0,3648.0,False,392,4.0,3.6666666666666665,0.0,True,True,435,0,0.2274853722439844,69.15555316217126,22.74853722439844
A-df10db,Company_143,DevTools,US,2023-06-06,other,Basic,14.0,266.0,3192.0,False,612,2.0,3.0,0.5,True,False,482,0,0.2526033145836741,67.1924816792573,25.260331458367407
A-32728c,Company_54,DevTools,US,2023-01-03,event,Basic,42.0,798.0,9576.0,False,390,2.0,3.5,0.0,True,False,636,0,0.08226418630517492,65.64682067152958,8.226418630517491
A-00cac8,Company_26,HealthTech,AU,2023-09-15,organic,Pro,8.0,392.0,4704.0,False,555,2.0,,0.0,False,False,381,0,0.16048223876132683,62.90903759444012,16.048223876132685
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Basic,30.0,570.0,6840.0,False,571,2.0,3.0,0.0,True,False,612,0,0.10902447582690947,62.1439512213384,10.902447582690947
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Pro,7.0,343.0,4116.0,False,555,3.0,5.0,0.3333333333333333,True,False,535,0,0.17633913336163057,60.484322743039286,17.633913336163058
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Basic,18.0,342.0,4104.0,False,494,5.0,3.6666666666666665,0.0,True,False,503,0,0.17401510002472292,59.51316420845524,17.401510002472293
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Basic,26.0,494.0,5928.0,False,517,2.0,4.5,0.5,True,True,542,0,0.118104471073165,58.34360871014351,11.8104471073165
A-2bc93d,Company_43,HealthTech,US,2023-03-14,event,Basic,29.0,551.0,6612.0,False,577,1.0,4.0,0.0,True,False,566,0,0.10574818512618132,58.26725000452591,10.574818512618132
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Enterprise,1.0,199.0,2388.0,False,91,2.0,,0.0,False,True,155,0,0.28883193877708097,57.47755581663911,28.883193877708095
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Basic,39.0,741.0,8892.0,False,289,3.0,,0.0,False,False,534,0,0.07643844835483646,56.64089023093381,7.6438448354836455
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9.0,441.0,5292.0,False,303,4.0,4.666666666666667,0.0,False,True,468,1,0.12572500702462533,55.44472809785977,12.572500702462532
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Basic,10.0,190.0,2280.0,False,489,2.0,4.0,0.0,True,False,226,0,0.2755602181058058,52.3564414401031,27.556021810580578
A-a7bd4b,Company_363,Cybersecurity,US,2023-02-15,ads,Basic,18.0,342.0,4104.0,False,504,5.0,3.333333333333333,0.0,True,False,593,1,0.14844995379515646,50.76988419794351,14.844995379515646
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Basic,19.0,361.0,4332.0,False,568,3.0,,0.0,True,False,636,0,0.13944735656252175,50.34049571907035,13.944735656252174
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Pro,8.0,392.0,4704.0,False,308,3.0,4.0,0.0,False,False,544,0,0.1256732361936969,49.26390858792919,12.567323619369692
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,17.0,323.0,3876.0,False,464,2.0,5.0,0.0,True,False,435,0,0.14935324091975685,48.24109681708146,14.935324091975685
A-271f46,Company_84,DevTools,US,2023-02-09,event,Basic,38.0,722.0,8664.0,False,308,1.0,,0.0,False,False,599,0,0.06670166528643531,48.1586023368063,6.670166528643532
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Basic,28.0,532.0,6384.0,False,389,3.0,5.0,0.0,True,False,484,0,0.09046111843754388,48.12531500877335,9.046111843754389
A-098560,Company_349,DevTools,UK,2023-10-21,ads,Basic,7.0,133.0,1596.0,False,491,1.0,3.0,1.0,True,False,345,0,0.35229910077074184,46.855780402508664,35.22991007707418
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Basic,13.0,247.0,2964.0,False,503,2.0,5.0,0.0,True,False,297,0,0.1804164750732612,44.562869343095514,18.041647507326118
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,5.0,245.0,2940.0,False,493,3.0,4.0,0.0,False,True,368,0,0.17643423114769835,43.226386631186095,17.643423114769835
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Basic,14.0,266.0,3192.0,False,488,5.0,4.0,0.2,True,False,552,1,0.15020262731266198,39.953898865168085,15.020262731266198
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Basic,8.0,152.0,1824.0,False,259,3.0,4.0,0.0,False,True,213,1,0.24984129178504194,37.97587635132638,24.984129178504194
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Basic,22.0,418.0,5016.0,False,319,5.0,4.5,0.0,True,False,587,0,0.08878877809875466,37.113709245279445,8.878877809875465
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,12.0,228.0,2736.0,False,614,5.0,4.0,0.0,True,False,524,0,0.14674191967286923,33.45715768541419,14.674191967286923
A-019782,Company_142,DevTools,FR,2023-04-19,event,Basic,14.0,266.0,3192.0,False,498,1.0,,0.0,True,False,530,0,0.11682974839635307,31.076713073429918,11.682974839635307
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Basic,8.0,152.0,1824.0,False,522,1.0,5.0,0.0,True,False,382,0,0.19562728842553842,29.73534784068184,19.56272884255384
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,8.0,392.0,4704.0,False,368,1.0,,0.0,True,False,602,0,0.07378859637284962,28.925129778157054,7.378859637284963
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,10.0,190.0,2280.0,False,345,2.0,3.0,0.0,False,False,552,0,0.15116126243056044,28.720639861806482,15.116126243056044
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Basic,21.0,399.0,4788.0,False,341,2.0,3.5,0.0,True,False,613,0,0.06886588038421704,27.4774862733026,6.886588038421704
A-cb6cc6,Company_419,DevTools,US,2023-04-03,ads,Basic,13.0,247.0,2964.0,False,267,2.0,4.0,0.0,True,False,546,0,0.11029800558341449,27.243607379103377,11.02980055834145
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Basic,5.0,95.0,1140.0,False,322,7.0,4.25,0.0,False,False,507,0,0.28571019181173124,27.142468222114466,28.571019181173124
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Basic,6.0,114.0,1368.0,False,477,4.0,4.0,0.25,False,False,500,1,0.22626398747911208,25.79409457261878,22.626398747911207
A-1f559b,Company_357,HealthTech,US,2023-09-04,organic,Basic,7.0,133.0,1596.0,False,334,4.0,4.0,0.0,False,True,392,0,0.18562522459340797,24.68815487092326,18.562522459340798
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9.0,171.0,2052.0,False,416,3.0,4.0,0.0,True,True,580,1,0.12790960321535721,21.872542149826085,12.79096032153572
A-92a333,Company_116,FinTech,US,2023-03-24,event,Basic,9.0,171.0,2052.0,False,285,4.0,,0.25,False,True,556,0,0.12623207272950995,21.585684436746202,12.623207272950996
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Basic,5.0,95.0,1140.0,False,375,2.0,3.0,0.0,True,True,522,0,0.21922212687158488,20.826102052800564,21.92221268715849
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Basic,4.0,76.0,912.0,False,153,2.0,,0.0,False,False,222,1,0.26532536120710826,20.164727451740227,26.532536120710827
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2.0,38.0,456.0,False,460,3.0,4.333333333333333,0.0,False,False,36,0,0.5216636395588109,19.823218303234814,52.16636395588109
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Basic,6.0,114.0,1368.0,False,550,4.0,5.0,0.0,False,True,477,1,0.16029341304692987,18.273449087350006,16.029341304692988
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,9.0,171.0,2052.0,False,167,2.0,5.0,0.0,False,False,344,0,0.10283572042495535,17.584908192667367,10.283572042495535
A-f19b24,Company_462,Cybersecurity,US,2023-01-10,organic,Basic,29.0,551.0,6612.0,False,82,2.0,4.0,0.5,False,False,629,0,0.027597020210168115,15.205958135802632,2.7597020210168117
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Basic,2.0,38.0,456.0,False,346,4.0,3.0,0.0,True,False,280,1,0.3926415980343604,14.920380725305694,39.26415980343604
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,2.0,98.0,1176.0,False,638,0.0,,0.0,False,False,584,0,0.1517902231995583,14.875441873556712,15.179022319955829
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Basic,1.0,19.0,228.0,False,345,3.0,4.0,0.0,True,True,83,1,0.48785853556249836,9.26931217568747,48.78585355624983
A-832ec2,Company_19,FinTech,UK,2023-11-19,event,Pro,6.0,0.0,0.0,True,425,3.0,4.0,0.3333333333333333,True,False,316,0,0.3749279848439699,0.0,37.492798484396985
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Basic,61.0,0.0,0.0,True,588,3.0,4.0,0.0,True,True,259,0,0.2288535211934023,0.0,22.88535211934023
A-19b2c8,Company_476,DevTools,IN,2023-06-06,other,Enterprise,20.0,0.0,0.0,True,513,3.0,4.666666666666667,0.0,True,False,482,0,0.2469281853812951,0.0,24.69281853812951
A-d792a6,Company_486,DevTools,US,2023-01-23,organic,Enterprise,58.0,0.0,0.0,True,598,3.0,4.0,0.0,True,True,616,0,0.08659085606327407,0.0,8.659085606327407
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Enterprise,58.0,0.0,0.0,True,536,2.0,4.0,0.0,False,False,356,0,0.20714206331930465,0.0,20.714206331930466
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19.0,0.0,0.0,True,583,3.0,4.5,0.0,True,True,32,1,0.5528995964016382,0.0,55.28995964016382
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Basic,47.0,0.0,0.0,True,478,3.0,,0.0,True,False,320,0,0.18129725274488567,0.0,18.129725274488568
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21.0,0.0,0.0,True,317,7.0,4.333333333333333,0.0,True,False,165,1,0.4046714330111828,0.0,40.46714330111828
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Enterprise,13.0,0.0,0.0,True,756,7.0,4.5,0.1428571428571428,False,False,116,0,0.5879538408250348,0.0,58.795384082503475
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Basic,65.0,0.0,0.0,True,473,6.0,3.6666666666666665,0.0,False,False,449,0,0.20052046375598706,0.0,20.052046375598707
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47.0,0.0,0.0,True,485,3.0,4.333333333333333,0.0,True,False,628,0,0.07881355621200382,0.0,7.881355621200383
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,35.0,0.0,0.0,True,585,5.0,4.0,0.0,True,True,337,0,0.3559140352362169,0.0,35.59140352362169
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Pro,70.0,0.0,0.0,True,414,4.0,3.0,0.25,True,True,278,0,0.3158221104288223,0.0,31.58221104288223
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,31.0,0.0,0.0,True,279,1.0,,0.0,False,False,452,1,0.13147987157053542,0.0,13.147987157053542
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Enterprise,14.0,0.0,0.0,True,650,4.0,4.333333333333333,0.0,True,False,454,0,0.28493123520981156,0.0,28.493123520981158
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9.0,0.0,0.0,True,432,4.0,3.0,0.0,False,False,28,0,0.4480427233504674,0.0,44.80427233504674
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Basic,28.0,0.0,0.0,True,251,4.0,3.0,0.0,False,False,363,0,0.23439751957562485,0.0,23.439751957562486
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Pro,4.0,0.0,0.0,True,738,4.0,3.0,0.5,True,False,380,0,0.3631909856233834,0.0,36.31909856233834
A-692f18,Company_195,EdTech,US,2024-03-28,other,Pro,9.0,0.0,0.0,True,776,1.0,5.0,0.0,True,True,186,1,0.34517382030905536,0.0,34.51738203090554
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Enterprise,9.0,0.0,0.0,True,501,3.0,4.0,0.0,False,True,56,1,0.4614657268909035,0.0,46.14657268909035
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,24.0,0.0,0.0,True,513,5.0,4.0,0.0,True,True,605,0,0.16812566277411012,0.0,16.812566277411012
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Enterprise,9.0,0.0,0.0,True,593,5.0,4.333333333333333,0.0,False,False,491,0,0.20280765014623003,0.0,20.280765014623004
A-e1b9cd,Company_484,DevTools,US,2023-02-26,event,Pro,40.0,0.0,0.0,True,804,1.0,3.0,0.0,False,True,582,1,0.18689254469557243,0.0,18.68925446955724
A-4e44e8,Company_22,DevTools,US,2024-08-20,ads,Basic,10.0,0.0,0.0,True,637,3.0,3.333333333333333,0.0,True,False,41,1,0.6562650168293983,0.0,65.62650168293983
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Basic,62.0,0.0,0.0,True,155,2.0,,0.0,False,False,86,0,0.2429761561002363,0.0,24.29761561002363
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24.0,0.0,0.0,True,503,5.0,4.0,0.0,False,True,162,1,0.5457490222735687,0.0,54.57490222735687
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2.0,0.0,0.0,True,384,2.0,,0.0,True,True,373,0,0.2445661534697045,0.0,24.45661534697045
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Basic,17.0,0.0,0.0,True,451,2.0,5.0,0.0,True,False,240,0,0.24155342460619125,0.0,24.155342460619124
A-756192,Company_390,FinTech,IN,2023-06-11,other,Enterprise,19.0,0.0,0.0,True,560,3.0,4.0,0.0,True,False,477,0,0.286417773900426,0.0,28.6417773900426
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Pro,13.0,0.0,0.0,True,334,4.0,3.6666666666666665,0.0,False,False,543,0,0.22917280356170017,0.0,22.917280356170018
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Basic,16.0,0.0,0.0,True,280,3.0,3.5,0.0,False,False,56,0,0.32306125504519606,0.0,32.306125504519606
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,45.0,0.0,0.0,True,373,4.0,3.75,0.25,False,False,44,1,0.4101602667833677,0.0,41.01602667833677
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9.0,0.0,0.0,True,458,3.0,4.0,0.0,True,True,300,0,0.24971460884827823,0.0,24.971460884827824
A-3b37d9,Company_384,FinTech,US,2023-01-27,event,Enterprise,23.0,0.0,0.0,True,386,5.0,4.5,0.0,True,False,612,1,0.11387516381370984,0.0,11.387516381370984
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Pro,40.0,0.0,0.0,True,340,3.0,4.333333333333333,0.0,True,False,231,0,0.2724417417905488,0.0,27.24417417905488
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Pro,11.0,0.0,0.0,True,502,4.0,3.0,0.0,False,False,142,0,0.5129920377519046,0.0,51.29920377519046
A-f44180,Company_376,Cybersecurity,UK,2023-02-13,event,Enterprise,35.0,0.0,0.0,True,440,2.0,5.0,0.0,False,False,595,0,0.07315237466092973,0.0,7.315237466092974
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,3.0,0.0,0.0,True,408,3.0,4.666666666666667,0.0,False,False,430,0,0.2041516993359425,0.0,20.41516993359425
A-4e0e85,Company_409,DevTools,US,2023-09-08,organic,Basic,15.0,0.0,0.0,True,230,2.0,5.0,0.0,False,False,388,0,0.10732140296385051,0.0,10.732140296385051
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Pro,6.0,0.0,0.0,True,406,3.0,5.0,0.0,False,False,212,0,0.3942558117543263,0.0,39.425581175432626
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Enterprise,12.0,0.0,0.0,True,427,2.0,4.0,0.0,True,False,61,0,0.3270377247022312,0.0,32.70377247022312
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Pro,30.0,0.0,0.0,True,491,2.0,4.5,0.5,True,True,322,0,0.1991673194640458,0.0,19.916731946404582
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Enterprise,10.0,0.0,0.0,True,351,2.0,4.0,0.0,True,True,195,0,0.3086214355482049,0.0,30.86214355482049
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,16.0,0.0,0.0,True,324,3.0,3.333333333333333,0.0,False,False,463,0,0.268622658282496,0.0,26.862265828249598
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,partner,Pro,24.0,0.0,0.0,True,526,1.0,4.0,0.0,True,False,256,0,0.24312819098289148,0.0,24.312819098289147
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44.0,0.0,0.0,True,624,3.0,4.5,0.3333333333333333,False,False,186,0,0.44140581567474385,0.0,44.140581567474385
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Basic,17.0,0.0,0.0,True,488,7.0,3.5,0.1428571428571428,True,False,508,1,0.1768235476299538,0.0,17.68235476299538
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50.0,0.0,0.0,True,591,6.0,3.2,0.0,False,False,384,1,0.3700077398653983,0.0,37.00077398653983
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Pro,25.0,0.0,0.0,True,537,2.0,3.0,0.0,False,False,297,0,0.4558914446099901,0.0,45.58914446099901
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Enterprise,11.0,0.0,0.0,True,880,3.0,4.0,0.0,True,False,457,0,0.3591274902657328,0.0,35.91274902657328
A-337bc1,Company_424,Cybersecurity,US,2023-07-19,organic,Pro,30.0,0.0,0.0,True,367,2.0,4.5,0.5,True,True,439,0,0.07774455809932655,0.0,7.774455809932655
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Basic,3.0,0.0,0.0,True,617,3.0,4.333333333333333,0.0,True,False,332,0,0.333843059660727,0.0,33.3843059660727
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,18.0,0.0,0.0,True,376,5.0,3.0,0.0,False,False,302,0,0.2609831879050012,0.0,26.09831879050012
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45.0,0.0,0.0,True,318,5.0,4.0,0.0,False,False,147,1,0.4079303102805462,0.0,40.79303102805462
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,23.0,0.0,0.0,True,461,7.0,3.8,0.0,False,False,46,1,0.5742328983587788,0.0,57.42328983587788
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,20.0,0.0,0.0,True,647,4.0,5.0,0.0,False,False,103,0,0.4753416775232337,0.0,47.53416775232337
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,other,Basic,11.0,0.0,0.0,True,232,5.0,3.6666666666666665,0.0,False,False,299,0,0.21891834533068738,0.0,21.89183453306874
A-7f4db3,Company_441,FinTech,US,2023-03-05,other,Enterprise,4.0,0.0,0.0,True,693,5.0,3.25,0.2,False,False,575,0,0.2972597606427833,0.0,29.72597606427833
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,17.0,0.0,0.0,True,236,7.0,4.6,0.0,False,False,141,1,0.3295351927322527,0.0,32.95351927322527
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46.0,0.0,0.0,True,499,7.0,4.0,0.1428571428571428,True,True,63,1,0.510468292357156,0.0,51.0468292357156
A-427b69,Company_453,FinTech,US,2024-08-23,other,Pro,17.0,0.0,0.0,True,619,2.0,3.0,0.0,False,False,38,0,0.6432086385110177,0.0,64.32086385110178
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,67.0,0.0,0.0,True,446,3.0,5.0,0.0,True,False,154,0,0.32021066617729455,0.0,32.02106661772945
A-798a3f,Company_463,DevTools,FR,2023-10-19,other,Enterprise,12.0,0.0,0.0,True,308,4.0,4.0,0.0,True,False,347,0,0.24824772466817754,0.0,24.824772466817755
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Enterprise,55.0,0.0,0.0,True,425,4.0,4.0,0.0,True,True,384,0,0.18495372406127109,0.0,18.49537240612711
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47.0,0.0,0.0,True,615,2.0,3.0,0.0,True,True,206,0,0.38869566666846506,0.0,38.8695666668465
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Basic,23.0,0.0,0.0,True,608,5.0,4.333333333333333,0.0,True,True,218,0,0.31596901140868605,0.0,31.596901140868606
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,19.0,0.0,0.0,True,311,6.0,3.6666666666666665,0.0,False,False,211,0,0.44343744672686014,0.0,44.343744672686014
A-cc98bc,Company_469,DevTools,US,2023-05-24,ads,Basic,32.0,0.0,0.0,True,456,3.0,4.0,0.0,True,False,495,0,0.16142910450633918,0.0,16.14291045063392
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Pro,24.0,0.0,0.0,True,337,2.0,,0.0,True,False,400,1,0.2380009970781302,0.0,23.80009970781302
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,,,,,,193,5.0,3.5,0.2,0,0,18,1,0.394963614436987,,39.4963614436987
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,,,,,,340,2.0,3.5,0.0,0,0,17,1,0.3880017115829075,,38.80017115829075
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,,,,,,371,3.0,5.0,0.0,0,0,8,0,0.5199590040248961,,51.99590040248962
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,,,,,,179,6.0,4.333333333333333,0.0,False,False,123,1,0.39302507964066213,,39.302507964066216
A-b54c01,Company_354,DevTools,US,2024-09-29,event,,,,,,208,5.0,3.0,0.0,0,0,1,1,0.5730271788412504,,57.302717884125045
